,Make_Honda,Make_Maruti Suzuki,Make_Hyundai,Make_Toyota,Make_BMW,Make_Skoda,Make_Nissan,Make_Renault,Make_Tata,Make_Volkswagen,Make_Ford,Make_Mercedes-Benz,Make_Audi,Make_Mahindra,Make_MG,Make_Jeep,Make_Kia,Make_Volvo,Make_Porsche,Make_Isuzu,Make_Jaguar,Make_Land Rover,Make_MINI,Make_Mitsubishi,Make_Datsun,Make_Chevrolet,Make_Ssangyong,Make_Fiat,Make_Lexus,Model,Price,Year,Kilometer,Fuel Type_Petrol,Fuel Type_Diesel,Fuel Type_CNG,Fuel Type_CNG + CNG,Fuel Type_LPG,Fuel Type_Petrol + CNG,Transmission_Manual,Transmission_Automatic,Location,Color,Owner_First,Owner_Second,Owner_Third,Owner_UnRegistered Car,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A3 35 TDI Technology + Sunroof,0.557074158440901,0.8235294117647058,0.020213257997174893,0,1,0,0,0,0,0,1,Goa,White,1,0,0,0,Individual,1968 cc,FWD,0.6302833255921969,0.4533898305084746,0.17048710601719197,0.5,0.4117647058823529
73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City V CVT Petrol [2017-2019],0.20652999240698558,0.8529411764705882,0.024469917621910822,1,0,0,0,0,0,0,1,Mumbai,Grey,1,0,0,0,Individual,1497 cc,FWD,0.6228518346493265,0.3107344632768362,0.2836676217765043,0.5,0.29411764705882354
74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Figo Duratorq Diesel Titanium 1.4,0.06327512022272842,0.7352941176470589,0.03245521707064015,0,1,0,0,0,0,1,0,Mumbai,Red,1,0,0,0,Individual,1399 cc,FWD,0.32326985601486297,0.2895480225988701,0.18624641833810887,0.5,0.35294117647058826
75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jazz VX Petrol,0.13186535054416604,0.8529411764705882,0.04609922872107704,1,0,0,0,0,0,1,0,Mumbai,Brown,1,0,0,0,Individual,1199 cc,FWD,0.39758476544356713,0.3093220338983051,0.3538681948424069,0.5,0.29411764705882354
76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Polo Highline1.2L (P),0.085041761579347,0.7352941176470589,0.032463717389402104,1,0,0,0,0,0,1,0,Mumbai,White,1,0,0,0,Individual,1198 cc,FWD,0.40455178820250814,0.2923728813559322,0.22349570200573066,0.5,0.35294117647058826
77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amaze 1.5 SX i-DTEC,0.07618324474816503,0.7647058823529411,0.05496456117104392,0,1,0,0,0,0,1,0,Warangal,Black,1,0,0,0,Individual,1498 cc,FWD,0.41384115188109616,0.2895480225988701,0.2979942693409742,0.5,0.23529411764705882
78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Camry 2.5L AT,0.5811187041255378,0.8529411764705882,0.023463379876745377,1,0,0,0,0,0,0,1,Delhi,Brown,1,0,0,0,Individual,2494 cc,FWD,0.8016720854621459,0.4943502824858757,0.2621776504297994,0.5,0.6470588235294118
79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thar LX 4-STR Hard Top Petrol AT,0.40521386990635283,1.0,0.004962686100728778,1,0,0,0,0,0,0,1,Jalandhar,Black,1,0,0,0,Individual,1997 cc,AWD,0.41151881096144916,0.4872881355932203,0.7836676217765043,0.3333333333333333,0.49411764705882355
80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C-Class 250 CDI Elegance,0.2660086054163503,0.6764705882352942,0.02571346425490956,0,1,0,0,0,0,0,1,Hyderabad,Black,0,1,0,0,Individual,2143 cc,RWD,0.695308871342313,0.4166666666666667,0.2148997134670487,0.5,0.6
81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q3 35 TDI quattro Premium Plus,0.7215894710199949,0.8823529411764706,0.017463154868307563,0,1,0,0,0,0,0,1,Pune,White,1,0,0,0,Individual,1968 cc,AWD,0.5973060845332094,0.5028248587570622,0.4455587392550143,0.5,0.5764705882352941
82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baleno Sigma 1.2,0.12553783852189318,0.8529411764705882,0.03072265209945373,1,0,0,0,0,0,1,0,Noida,Red,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3813559322033898,0.29083094555873923,0.5,0.25882352941176473
83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X1 sDrive20d xLine,0.7443685143001771,0.8823529411764706,0.01696313611760441,0,1,0,0,0,0,0,1,Delhi,White,1,0,0,0,Corporate,1995 cc,RWD,0.6293543892243382,0.8036723163841808,0.3553008595988539,0.5,0.5647058823529412
84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baleno Zeta 1.2,0.14325487218425714,0.8529411764705882,0.017992174706551494,1,0,0,0,0,0,1,0,Mumbai,Silver,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3813559322033898,0.29083094555873923,0.5,0.25882352941176473
85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creta 1.6 SX Plus AT,0.2128575044292584,0.8235294117647058,0.04396414865557458,0,1,0,0,0,0,0,1,Ahmedabad,Silver,1,0,0,0,Individual,1582 cc,FWD,0.5438922433813284,0.4307909604519774,0.47707736389684813,0.5,0.5294117647058824
86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vento Comfortline Petrol,0.09643128321943811,0.7941176470588235,0.04902033826268485,1,0,0,0,0,0,1,0,Mumbai,Brown,1,0,0,0,Individual,1598 cc,FWD,0.5968416163492801,0.3163841807909605,0.24212034383954154,0.5,0.47058823529411764
87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C-Class 220 BlueEfficiency,0.40521386990635283,0.7352941176470589,0.028963586134480045,0,1,0,0,0,0,0,1,Bangalore,Silver,1,0,0,0,Individual,2143 cc,RWD,0.695308871342313,0.4166666666666667,0.2148997134670487,0.5,0.6
88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Camry Hybrid,0.3923057453809162,0.7941176470588235,0.04614173031488681,1,0,0,0,0,0,0,1,Mumbai,Silver,1,0,0,0,Individual,2494 cc,FWD,0.8016720854621459,0.4943502824858757,0.2621776504297994,0.5,0.5882352941176471
89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZire VXi,0.1624905087319666,0.9117647058823529,0.00828881083040614,1,0,0,0,0,0,1,0,Ahmedabad,White,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3672316384180791,0.3123209169054441,0.5,0.25882352941176473
90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Terrano XV D THP 110 PS,0.15211338901543914,0.8235294117647058,0.038255934597547406,0,1,0,0,0,0,1,0,Mumbai,White,1,0,0,0,Individual,1461 cc,FWD,0.5722248026010218,0.4901129943502825,0.5358166189111748,0.5,0.4117647058823529
91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wagon R LXI CNG,0.0926347760060744,0.7941176470588235,0.021213295498581197,0,0,1,0,0,0,1,0,Mumbai,Brown,1,0,0,0,Individual,998 cc,FWD,0.2322340919647004,0.02824858757062147,0.5773638968481375,0.5,0.23529411764705882
92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vitara Brezza LDi (O) [2016-2018],0.1569222981523665,0.8235294117647058,0.03496381114291786,0,1,0,0,0,0,1,0,Mohali,Grey,1,0,0,0,Individual,1248 cc,FWD,0.41616349280074316,0.4449152542372881,0.49140401146131807,0.5,0.38823529411764707
97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elite i20 Magna 1.2,0.12047582890407492,0.7941176470588235,0.03434678800455017,1,0,0,0,0,0,1,0,Mumbai,Silver,1,0,0,0,Individual,1197 cc,FWD,0.41151881096144916,0.365819209039548,0.2979942693409742,0.5,0.35294117647058826
98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verna 1.6 VTVT SX,0.17742343710453048,0.8823529411764706,0.008132304961436054,1,0,0,0,0,0,1,0,Kolkata,Black,1,0,0,0,Individual,1591 cc,FWD,0.5926614026939154,0.3177966101694915,0.25501432664756446,0.5,0.32941176470588235
99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amaze 1.2 SX i-VTEC,0.10022779043280182,0.8235294117647058,0.03190469642611598,1,0,0,0,0,0,1,0,Mumbai,Bronze,1,0,0,0,Individual,1198 cc,FWD,0.41384115188109616,0.2895480225988701,0.2979942693409742,0.5,0.23529411764705882
100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corolla Altis 1.8 G,0.11237661351556567,0.7058823529411765,0.01432903733890021,1,0,0,0,0,0,1,0,Zirakpur,Silver,1,0,0,0,Individual,1798 cc,FWD,0.6692986530422667,0.4025423728813559,0.2621776504297994,0.5,0.47058823529411764
101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elite i20 Sportz 1.2 (O),0.1422424702606935,0.8529411764705882,0.025637961423553384,1,0,0,0,0,0,1,0,Nagpur,Red,1,0,0,0,Individual,1197 cc,FWD,0.41151881096144916,0.365819209039548,0.2979942693409742,0.5,0.35294117647058826
102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],0.10782080485952923,0.7647058823529411,0.030896658624698425,1,0,0,0,0,0,0,1,Thane,White,1,0,0,0,Individual,1197 cc,FWD,0.30933581049698095,0.2612994350282486,0.3194842406876791,0.5,0.32941176470588235
103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creta SX Plus 1.6  Petrol,0.2217160212604404,0.8529411764705882,0.014663549883120616,1,0,0,0,0,0,1,0,Mumbai,Grey,1,0,0,0,Individual,1591 cc,FWD,0.5438922433813284,0.4307909604519774,0.47707736389684813,0.5,0.5294117647058824
104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A6 2.0 TDI Premium,0.3229562136168059,0.7058823529411765,0.04925434703801392,0,1,0,0,0,0,0,1,Goa,White,1,0,0,0,Individual,1968 cc,FWD,0.8434742220157919,0.5635593220338984,0.22636103151862463,0.5,0.5882352941176471
105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X1 sDrive20d xLine,0.9746899519109087,0.9705882352941176,0.0039626485993224745,0,1,0,0,0,0,0,1,Delhi,Black,1,0,0,0,Individual,1995 cc,RWD,0.6293543892243382,0.8036723163841808,0.3553008595988539,0.5,0.5647058823529412
106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XUV300 W8 (O) 1.5 Diesel,0.3163756011136421,0.9411764705882353,0.015637086390739654,0,1,0,0,0,0,1,0,Bangalore,White,1,0,0,0,Individual,1497 cc,FWD,0.41616349280074316,0.4887005649717514,0.47277936962750716,0.5,0.3176470588235294
107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swift ZDi Plus,0.13439635535307518,0.8823529411764706,0.014388539570233883,0,1,0,0,0,0,1,0,Kolkata,Blue,1,0,0,0,Corporate,1248 cc,FWD,0.344170924291686,0.3672316384180791,0.333810888252149,0.5,0.25882352941176473
109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thar LX 4-STR Hard Top Petrol MT,0.3862313338395343,0.9705882352941176,0.0042221583309374104,1,0,0,0,0,0,1,0,Mumbai,Blue,1,0,0,0,Individual,1997 cc,AWD,0.41151881096144916,0.4872881355932203,0.7836676217765043,0.3333333333333333,0.49411764705882355
110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City 1.5 S MT,0.08251075677043786,0.6764705882352942,0.03896396114854307,1,0,0,0,0,0,1,0,Pune,Bronze,1,0,0,0,Individual,1497 cc,FWD,0.6135624709707385,0.3107344632768362,0.2621776504297994,0.5,0.3176470588235294
111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E-Class E 250 CDI Avantgarde,0.557074158440901,0.7941176470588235,0.02396339862744853,0,1,0,0,0,0,0,1,Mumbai,White,1,0,0,0,Individual,2143 cc,RWD,0.8267533673943335,0.5353107344632768,0.25358166189111747,0.5,0.7647058823529411
112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortuner 3.0 4x2 AT,0.3419387496836244,0.7647058823529411,0.0714651799442479,0,1,0,0,0,0,0,1,Faridabad,White,0,1,0,0,Individual,2982 cc,RWD,0.7459359033906178,0.5155367231638418,0.7922636103151862,0.8333333333333334,0.7647058823529411
113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zest XM 75 PS Diesel,0.09516578081498354,0.8529411764705882,0.019463229871120168,0,1,0,0,0,0,1,0,Ranchi,Silver,1,0,0,0,Commercial Registration,1248 cc,FWD,0.41616349280074316,0.326271186440678,0.39111747851002865,0.5,0.3411764705882353
114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rapid Ambition 1.6 MPI AT Plus,0.09516578081498354,0.7647058823529411,0.011962948610572897,1,0,0,0,0,0,0,1,Mumbai,Beige,0,1,0,0,Individual,1598 cc,FWD,0.5977705527171389,0.3163841807909605,0.24212034383954154,0.5,0.47058823529411764
115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alto 800 Lxi,0.05087319665907365,0.7941176470588235,0.03096366113729265,1,0,0,0,0,0,1,0,Kanpur,Maroon,0,1,0,0,Individual,796 cc,FWD,0.13748258244310266,0.0211864406779661,0.25501432664756446,0.5,0.23529411764705882
116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ertiga VDi,0.09516578081498354,0.7058823529411765,0.03896396114854307,0,1,0,0,0,0,1,0,Jalandhar,White,0,1,0,0,Individual,1248 cc,FWD,0.5415699024616814,0.3107344632768362,0.5558739255014327,0.8333333333333334,0.35294117647058826
118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Figo Duratorq Diesel ZXI 1.4,0.047076689445709946,0.7647058823529411,0.04096403615135567,0,1,0,0,0,0,1,0,Ludhiana,White,0,1,0,0,Individual,1399 cc,FWD,0.32326985601486297,0.2895480225988701,0.18624641833810887,0.5,0.35294117647058826
119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A3 35 TDI Technology + Sunroof,0.759554543153632,0.9411764705882353,0.020418265684963185,0,1,0,0,0,0,0,1,Bangalore,White,1,0,0,0,Individual,1968 cc,FWD,0.6302833255921969,0.4533898305084746,0.17048710601719197,0.5,0.4117647058823529
120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harrier XZ Plus,0.5304986079473551,0.9411764705882353,0.005107691538432691,0,1,0,0,0,0,1,0,Bangalore,Red,1,0,0,0,Individual,1956 cc,FWD,0.6962378077101719,0.5918079096045198,0.5859598853868195,0.5,0.4117647058823529
121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elite i20 Asta (O) 1.0 Turbo DCT,0.3027081751455328,0.9705882352941176,0.005227696038601448,1,0,0,0,0,0,0,1,Bangalore,Red,1,0,0,0,Individual,998 cc,FWD,0.41616349280074316,0.423728813559322,0.2979942693409742,0.5,0.25882352941176473
122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elite i20 Asta 1.2,0.12655024044545685,0.7941176470588235,0.030913659262222334,1,0,0,0,0,0,1,0,Gurgaon,Silver,1,0,0,0,Individual,1197 cc,FWD,0.41151881096144916,0.365819209039548,0.2979942693409742,0.5,0.35294117647058826
123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Polo Highline1.2L (D),0.11035155656795748,0.7352941176470589,0.03896396114854307,0,1,0,0,0,0,1,0,Bangalore,White,0,1,0,0,Individual,1199 cc,FWD,0.40455178820250814,0.2923728813559322,0.22349570200573066,0.5,0.35294117647058826
124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swift DZire VXI,0.0926347760060744,0.7647058823529411,0.02866457492155956,1,0,0,0,0,0,1,0,Delhi,Grey,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3107344632768362,0.36962750716332377,0.5,0.3176470588235294
125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santro GL (CNG),0.038218172614527965,0.7352941176470589,0.02846356738377689,0,0,1,0,0,0,1,0,Kanpur,White,1,0,0,0,Individual,1086 cc,FWD,0.21644217371110078,0.07062146892655367,0.4197707736389685,0.5,0.23529411764705882
126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],0.08251075677043786,0.7941176470588235,0.04371413928022301,1,0,0,0,0,0,1,0,Gurgaon,Grey,1,0,0,0,Individual,1197 cc,FWD,0.30933581049698095,0.2612994350282486,0.3194842406876791,0.5,0.32941176470588235
128,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],0.4621614781068084,1.0,0.008962836106353988,1,0,0,0,0,0,0,1,Delhi,Black,1,0,0,0,Individual,1353 cc,FWD,0.5578262888992104,0.4449152542372881,0.48424068767908307,0.5,0.4117647058823529
129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q2 Premium Plus I 40 TFSI quattro,0.7342444950645406,0.9411764705882353,0.0053126992262209835,1,0,0,0,0,0,0,1,Ahmedabad,White,1,0,0,0,Individual,1984 cc,AWD,0.5661867162099397,0.4661016949152542,0.35959885386819485,0.5,0.47058823529411764
131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elite i20 Asta (O) 1.0 Turbo DCT,0.2533535813718046,0.9411764705882353,0.008103803892645974,1,0,0,0,0,0,0,1,Pune,White,1,0,0,0,Individual,998 cc,FWD,0.41616349280074316,0.423728813559322,0.2979942693409742,0.5,0.25882352941176473
132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verna Fluidic 1.6 CRDi SX,0.10655530245507466,0.7352941176470589,0.032963736140105254,0,1,0,0,0,0,1,0,Amritsar,Grey,0,0,1,0,Individual,1582 cc,FWD,0.5903390617742684,0.3177966101694915,0.25501432664756446,0.5,0.32941176470588235
133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wagon R VXI,0.07491774234371046,0.8529411764705882,0.035973349000587525,1,0,0,0,0,0,1,0,Ranchi,Silver,0,1,0,0,Individual,998 cc,FWD,0.2322340919647004,0.02824858757062147,0.5773638968481375,0.5,0.23529411764705882
135,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scorpio 2.6 Turbo 7 Str,0.12680334092634776,0.5588235294117647,0.04604922684600673,0,1,0,0,0,0,1,0,Ranchi,White,0,1,0,0,Individual,2609 cc,RWD,0.6483975847654435,0.4830508474576271,0.9713467048710601,0.8333333333333334,0.5294117647058824
136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],0.11035155656795748,0.8823529411764706,0.027574034026275986,1,0,0,0,0,0,1,0,Mumbai,White,1,0,0,0,Individual,1197 cc,FWD,0.30933581049698095,0.2612994350282486,0.3194842406876791,0.5,0.32941176470588235
137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortuner 2.8 4x2 AT [2016-2020],0.8354846874209061,0.8823529411764706,0.012462967361276047,0,1,0,0,0,0,0,1,Noida,White,1,0,0,0,Individual,2755 cc,RWD,0.7877380399442638,0.536723163841808,0.7707736389684814,0.8333333333333334,0.7647058823529411
140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duster RXS 1.5 Petrol MT,0.2128575044292584,0.9411764705882353,0.01171293923522132,1,0,0,0,0,0,1,0,Chennai,White,1,0,0,0,Individual,1498 cc,FWD,0.5856943799349744,0.4901129943502825,0.5702005730659025,0.5,0.4117647058823529
141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swift DZire VXI,0.06985573272589218,0.7058823529411765,0.033963773641511555,1,0,0,0,0,0,1,0,Kanpur,White,0,1,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3107344632768362,0.36962750716332377,0.5,0.3176470588235294
142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creta SX 1.6 AT Petrol,0.33940774487471526,0.9117647058823529,0.014511044164156156,1,0,0,0,0,0,0,1,Mumbai,White,1,0,0,0,Individual,1591 cc,FWD,0.5438922433813284,0.4307909604519774,0.5272206303724928,0.5,0.47058823529411764
143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],0.10402404454568463,0.8235294117647058,0.0305751465679963,1,0,0,0,0,0,1,0,Kanpur,White,1,0,0,0,Individual,1197 cc,FWD,0.30933581049698095,0.2612994350282486,0.3194842406876791,0.5,0.32941176470588235
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Compass Limited (O) 2.0 Diesel [2017-2020],0.25968109339407747,0.8529411764705882,0.04296411115416828,0,1,0,0,0,0,1,0,Ludhiana,White,1,0,0,0,Individual,1956 cc,FWD,0.6019507663725034,0.4844632768361582,0.49140401146131807,0.5,0.5294117647058824
145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verna EX 1.6 CRDi [2017-2018],0.11035155656795748,0.7352941176470589,0.04346412990487143,0,1,0,0,0,0,1,0,Ludhiana,White,1,0,0,0,Individual,1582 cc,FWD,0.6228518346493265,0.3587570621468927,0.25501432664756446,0.5,0.35294117647058826
146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i20 Magna 1.2,0.085041761579347,0.7352941176470589,0.039607485280698025,1,0,0,0,0,0,1,0,Kanpur,White,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3319209039548023,0.2979942693409742,0.5,0.35294117647058826
148,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A6 35 TDI Matrix,0.9746899519109087,0.8823529411764706,0.02443591634686301,0,1,0,0,0,0,0,1,Goa,Black,1,0,0,0,Corporate,1968 cc,FWD,0.8518346493265211,0.5635593220338984,0.22636103151862463,0.5,0.7058823529411765
149,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marazzo M2 8 STR,0.2533535813718046,0.9117647058823529,0.008462817355650836,0,1,0,0,0,0,1,0,Lucknow,Green,1,0,0,0,Individual,1497 cc,FWD,0.6901997213190897,0.5522598870056498,0.6833810888252149,1.0,0.35294117647058826
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Seltos HTX Plus 1.5 Diesel [2020-2021],0.3862313338395343,0.9117647058823529,0.02746352988237059,0,1,0,0,0,0,1,0,Lucknow,Silver,1,0,0,0,Individual,1493 cc,FWD,0.5647933116581514,0.4590395480225989,0.498567335243553,0.5,0.4117647058823529
151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baleno Alpha 1.2,0.1533788914198937,0.8235294117647058,0.019352725727214772,1,0,0,0,0,0,1,0,Mumbai,Blue,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3813559322033898,0.29083094555873923,0.5,0.25882352941176473
153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ertiga ZDI + SHVS,0.20652999240698558,0.8235294117647058,0.033463754890808405,0,1,0,0,0,0,1,0,Navi Mumbai,White,1,0,0,0,Individual,1248 cc,FWD,0.5559684161634928,0.3107344632768362,0.5558739255014327,0.8333333333333334,0.35294117647058826
154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verna Fluidic 1.6 VTVT SX,0.1645153125790939,0.8529411764705882,0.033463754890808405,1,0,0,0,0,0,1,0,Navi Mumbai,White,1,0,0,0,Individual,1591 cc,FWD,0.5903390617742684,0.3177966101694915,0.25501432664756446,0.5,0.32941176470588235
